libro,usuario,puntuacion,svd,knn
el-tiempo-entre-costuras,196,6.0,6.37,7.75
la-biblia-de-barro,385,7.0,6.95,6.33
la-cara-norte-del-corazon,66,6.0,6.54,7.36
una-vez,93,7.0,7.06,6.55
angeles-y-demonios,22,6.0,5.95,6.92
el-guardian-entre-el-centeno,137,4.0,4.18,5.83
la-sirena-varada-los-arboles-mueren-de-pie,312,7.0,6.81,6.07
sherlock-holmes-y-las-huellas-del-poeta,102,6.0,6.1,6.8
relato-de-un-naufrago,1743,9.0,8.93,9.99
la-nina-del-cuaderno,273,8.0,7.86,7.79
en-tiempo-de-prodigios,199,5.0,5.27,7.32
el-ojo-avizor,176,6.0,6.18,7.07
wilt,248,7.0,6.63,6.12
los-cinicos-no-sirven-para-este-oficio-sobre-el-buen-periodismo,274,7.0,7.16,7.78
heroes-de-la-frontera,20,9.0,8.82,6.82
los-huespedes-de-pago,271,9.0,8.85,6.5
las-normas-de-la-casa-de-la-sidra,271,8.0,7.9,6.5
tres-cinco-y-seis,32,8.0,7.92,7.44
dejame-que-te-cuente,128,5.0,5.16,6.29
el-club-de-la-buena-estrella,299,6.0,6.45,7.59
lunes-de-ceniza,176,7.0,7.04,7.07
querido-dexter,312,2.0,2.73,6.07
los-casos-de-horace-rumpole-abogado,88,8.0,7.87,7.25
festin-de-cuervos-cancion-de-hielo-y-fuego-4,235,8.0,8.11,8.37
la-dama-de-las-camelias,253,8.0,8.5,8.2
cujo,138,8.0,7.6,6.72
siddhartha,292,7.0,7.34,8.29
en-los-mares-del-sur-viajes-y-aventuras,216,7.0,7.02,7.01
las-vacaciones-de-jesus-y-buda-vol-1,233,7.0,7.06,7.71
violetas-de-marzo-bernie-gunther-1,277,6.0,5.98,5.94
enigmas-de-la-iglesia,139,7.0,6.99,7.01
el-ocho,3153,8.0,7.9,7.83
tormenta-roja,409,7.0,6.9,6.74
diez-negritos,131,9.0,9.14,8.92
el-capitan-alatriste-alatriste-i,267,6.0,6.11,5.76
la-larga-marcha,33,8.0,7.92,7.51
justo-antes-de-la-felicidad,151,8.0,7.91,6.81
el-navio-principe-de-asturias-trafalgar,126,10.0,9.84,7.48
la-casa-de-la-caridad,617,8.0,7.89,8.75
te-espero-dentro,88,8.0,7.85,7.25
el-invierno-en-lisboa,241,6.0,6.0,6.63
tocado-y-hundido,115,8.0,7.94,7.83
la-villa-de-las-telas,65,6.0,5.94,6.01
el-nombre-de-los-nuestros,265,9.0,8.51,8.17
luces-de-bohemia,1404,9.0,8.45,7.61
el-conde-de-montecristo,354,10.0,9.44,8.22
jaque-al-psicoanalista,213,7.0,7.0,7.33
el-bosque,243,7.0,7.05,7.2
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,442,7.0,6.94,5.87
el-baile-de-las-luciernagas,44,7.0,7.41,6.83
aguas-primitivas-meg-3,273,6.0,6.46,7.79
el-conde-de-montecristo,510,10.0,9.83,7.2
1984,22,8.0,7.9,8.31
el-holocausto-espanol-odio-y-exterminio-en-la-guerra-civil-y-despues,276,7.0,6.99,7.22
la-novia-gitana,1022,8.0,7.72,7.22
la-chica-del-tren,62,4.0,4.75,6.06
el-temor-de-un-hombre-sabio,336,8.0,7.59,7.52
dime-quien-soy-1,216,9.0,8.8,8.15
el-viejo-y-el-mar,567,7.0,6.93,7.02
yo-claudio,4,9.0,8.97,7.41
fetiche,22,6.0,6.36,7.71
la-calle-de-la-juderia,271,8.0,7.95,7.54
bajo-la-misma-estrella,22,8.0,7.83,7.85
los-detectives-salvajes,168,7.0,6.83,5.6
la-llamada-de-cthulhu-y-otros-cuentos,95,6.0,6.13,6.88
el-ultimo-deseo-la-saga-de-geralt-de-rivia-libro-i,268,8.0,7.92,7.99
los-ultimos-dias-de-pompeya,299,6.0,6.2,7.72
la-princesa-de-hielo,405,6.0,6.05,7.11
el-conde-de-montecristo,2701,8.0,8.22,9.02
iacobus,110,7.0,6.55,6.19
las-guerras-de-nuestros-antepasados,265,9.0,8.59,8.17
carnaki-el-cazador-de-fantasmas,273,8.0,8.06,7.79
ensayo-sobre-la-ceguera,3316,9.0,8.93,9.5
la-plata-de-britania-la-i-novela-de-marco-didio-falco,349,6.0,6.35,6.31
cuentos-de-eva-luna,381,10.0,8.93,8.82
el-laberinto-de-la-rosa,176,6.0,5.9,7.07
ur,28,6.0,6.13,7.1
los-besos-no-se-gastan,347,8.0,7.89,7.77
el-infinito-en-un-junco-la-invencion-de-los-libros-del-mundo-antiguo,133,10.0,9.82,9.11
el-ultimo-jesuita,216,7.0,7.01,7.01
las-deudas-del-cuerpo-dos-amigas-3,99,9.0,9.04,8.82
las-aventuras-de-oliver-twist,248,7.0,7.12,6.94
todos-deberiamos-ser-feministas,94,8.0,8.16,8.54
sentido-y-sensibilidad,100,6.0,5.99,6.3
tu-no-mataras,302,8.0,8.08,6.81
ana-karenina-anna-karenina,8,8.0,8.42,8.66
los-juegos-del-hambre,62,6.0,5.97,7.21
la-tormenta-de-nieve-el-cuarteto-de-oland-2-invierno,582,8.0,8.31,8.04
las-legiones-malditas,142,9.0,8.71,8.53
el-prisionero-del-cielo-el-cementerio-de-los-libros-olvidados-3,213,8.0,7.87,8.22
el-estudiante,212,7.0,6.64,6.21
fahrenheit-451,181,7.0,7.19,7.64
corazones-en-la-atlantida,90,7.0,6.91,5.91
la-hora-azul,201,7.0,6.98,7.26
el-confesor,273,7.0,7.14,7.79
sepulcro,394,6.0,6.7,6.59
marina,61,4.0,4.18,6.02
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,830,9.0,8.78,7.28
los-libros-arden-mal,22,8.0,7.99,7.71
asterix-la-rosa-y-la-espada,169,5.0,5.19,6.79
el-leopardo-harry-hole-8,25,8.0,7.83,7.67
el-ocho,267,2.0,2.15,5.84
el-ultimo-barco,171,8.0,8.48,8.74
yo-y-el-imbecil,392,6.0,6.24,8.61
wonder-la-leccion-de-august,235,10.0,9.32,8.42
los-ojos-del-dragon,332,3.0,3.09,6.34
la-dama-de-la-furgoneta,156,4.0,4.76,6.98
la-desaparicion-de-stephanie-mailer,201,4.0,4.34,6.7
muerte-en-el-seminario,2180,9.0,8.4,7.0
la-casa-de-riverton,2998,8.0,7.86,7.78
quien-anda-ahi-1,62,9.0,8.79,6.97
de-acero,271,10.0,9.79,6.5
el-nino-44,26,10.0,9.28,7.11
tormenta-de-espadas-cancion-de-hielo-y-fuego-3,254,9.0,8.75,7.88
el-retrato-de-dorian-gray,123,7.0,7.3,7.69
cuanta-cuanta-guerra,201,5.0,5.24,7.26
para-el-rastro,62,5.0,5.25,6.97
feminismo-para-principiantes,260,9.0,8.96,8.46
duelo-de-alfiles,45,7.0,7.0,7.0
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,299,7.0,6.95,8.68
mystic-river,125,8.0,7.52,7.67
musica-para-camaleones,248,7.0,6.89,6.15
bilbao-new-york-bilbao,128,6.0,6.02,6.93
las-ciegas-hormigas,13,10.0,9.73,5.21
la-mirada-de-los-angeles,122,7.0,7.12,7.52
el-oro-del-rey-alatriste-iv,265,8.0,7.56,7.81
aventuras-de-la-mano-negra,28,6.0,6.12,7.1
el-senor-de-los-anillos-i-la-comunidad-del-anillo,2310,10.0,9.56,10.0
comer-animales,88,8.0,8.08,7.25
ubik,292,7.0,7.2,7.85
fiebre-sangrienta,176,8.0,7.74,7.07
un-perro,299,6.0,6.45,7.83
no-confies-en-peter-pan,228,7.0,6.59,6.87
cincuenta-sombras-liberadas-trilogia-cincuenta-sombras-3,162,6.0,5.94,5.16
bob-marley,102,6.0,6.13,6.8
musashi-2-el-camino-de-la-espada,21,8.0,7.93,6.99
misery,230,9.0,8.85,8.57
1984,67,8.0,8.5,7.91
morir-no-es-lo-que-mas-duele,55,6.0,6.39,6.79
kafka-en-la-orilla,32,9.0,8.97,7.89
la-mano-de-fatima,35,7.0,6.79,6.82
las-aventuras-de-sherlock-holmes-1,227,6.0,6.34,7.64
manhattan,45,8.0,7.91,7.0
el-increible-viaje-del-faquir-que-se-quedo-atrapado-en-un-armario-de-ikea,130,6.0,5.68,5.66
la-gesta-del-marrano,145,6.0,6.38,7.1
maldito-karma,86,2.0,2.67,4.75
rio-sagrado,35,8.0,7.87,7.56
la-tierra-en-llamas-la-primera-guerra-formica-vol-ii,291,8.0,7.81,6.9
maldito-karma,80,7.0,7.43,7.0
a-flor-de-piel,44,7.0,7.06,7.06
la-sombra-de-la-sirena,197,10.0,9.62,7.14
perdona-pero-quiero-casarme-contigo,137,6.0,5.93,7.3
el-padrino,220,6.0,6.74,7.98
el-balcon-en-invierno,169,8.0,7.87,7.29
harry-potter-y-el-prisionero-de-azkaban,147,10.0,9.67,8.24
pecadores,32,5.0,5.28,7.44
el-peso-de-los-muertos,45,8.0,7.74,7.0
bobby-fischer,102,6.0,6.11,6.8
yo-confieso,249,6.0,6.22,7.02
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,213,8.0,8.02,7.56
las-minas-del-rey-salomon,588,6.0,5.82,6.17
el-arte-de-amar,271,7.0,6.99,6.5
el-despertar-de-la-senorita-prim,201,4.0,4.34,7.26
siete-casas-vacias,179,8.0,7.71,6.88
aleacion-de-ley-nacidos-de-la-bruma-4,171,9.0,8.77,8.27
cincuenta-sombras-mas-oscuras-trilogia-cincuenta-sombras-2,159,10.0,9.06,5.39
otono-lejos-del-nido,243,7.0,6.82,7.06
camille-un-caso-del-comandante-camille-verhoeven-4,242,7.0,6.94,6.99
el-tiempo-amarillo-memorias-1921-1997,62,5.0,5.27,6.97
falos-y-falacias,116,8.0,7.8,6.67
formas-de-estar-lejos,49,6.0,6.2,7.36
en-el-pais-de-la-nube-blanca,151,7.0,7.09,7.19
la-infiel,86,8.0,7.95,5.65
un-guijarro-en-el-cielo,232,8.0,7.89,7.35
el-misterioso-caso-de-styles,62,8.0,7.82,6.84
rendicion-6,93,6.0,5.94,5.33
los-pilares-de-la-tierra-edicion-25-aniversario,169,7.0,6.78,7.53
la-noche-del-oraculo,288,9.0,8.82,7.47
el-pentateuco-de-isaac,201,7.0,7.12,7.26
los-lunes-en-el-ritz,2043,7.0,7.46,8.0
manaos,2420,4.0,4.27,3.5
nubes-de-guerra-anibal-3,235,8.0,7.71,7.9
cantar-de-mio-cid,169,8.0,7.61,5.63
mas-maldito-karma,111,7.0,6.74,6.7
el-hombre-terminal,68,6.0,5.99,6.38
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,2505,7.0,7.4,7.43
sharpe-y-el-tigre-de-bengala,171,9.0,8.86,8.27
memorias-de-idhun-ii-triada,61,8.0,7.83,6.51
la-biblia-de-barro,299,8.0,7.88,7.35
momo,128,6.0,6.1,7.58
la-quinta-victima,13,2.0,2.17,5.07
nada,1526,10.0,9.49,8.42
150-videojuegos-a-los-que-tienes-que-jugar-al-menos-una-vez-en-la-vida,102,6.0,6.11,6.8
los-pacientes-del-doctor-garcia-episodios-de-una-guerra-interminable-4,309,7.0,7.68,7.9
el-caso-hartung,92,8.0,8.04,7.24
los-santos-inocentes,126,10.0,10.0,8.16
la-ciudadana,60,6.0,6.06,7.02
guardate-de-los-idus,312,3.0,3.48,6.07
ben-hur,2633,9.0,8.66,10.0
la-sexta-trampa,21,8.0,7.75,6.7
el-senor-de-los-anillos-i-la-comunidad-del-anillo,610,7.0,7.25,8.47
malaherba,20,8.0,7.77,6.39
mi-hermana-vive-sobre-la-repisa-de-la-chimenea,99,7.0,7.33,8.86
las-tres-heridas,627,9.0,8.96,8.93
rendicion-6,45,7.0,6.91,5.75
la-mujer-del-viajero-en-el-tiempo,271,10.0,9.79,8.13
fouche,156,7.0,6.94,6.98
el-conde-de-montecristo,1565,10.0,9.58,8.49
once-minutos,162,7.0,7.04,7.3
sacrificio-a-molek,13,6.0,5.99,5.21
el-sueno-de-alejandria,35,7.0,7.34,7.56
las-tierras-baldias-la-torre-oscura-iii,309,8.0,8.08,7.55
mujercitas,284,6.0,5.8,6.01
el-pensamiento-negativo,130,7.0,6.28,5.07
conan-el-cimmerio-1,308,6.0,6.14,7.04
sauce-ciego-mujer-dormida,96,6.0,6.15,7.03
la-nina-perdida-dos-amigas-4,2678,10.0,8.99,10.0
harry-potter-y-la-camara-secreta,58,6.0,6.38,7.05
historia-de-los-griegos,169,8.0,7.8,6.79
sobre-la-brevedad-de-la-vida,227,7.0,6.99,6.86
el-medico,117,8.0,7.72,7.15
tomillo-silvestre,347,7.0,6.88,7.11
el-hijo-cambiado,275,4.0,4.14,6.33
existe-la-felicidad,50,7.0,7.04,6.71
kentukis,8,6.0,6.65,7.88
cumbres-borrascosas,292,9.0,8.69,8.48
las-120-jornadas-de-sodoma,153,9.0,8.62,7.35
mito-y-tragedia-en-la-grecia-antigua-vol-2,300,6.0,6.11,6.68
manual-del-guerrero-de-la-luz,130,6.0,6.02,6.77
un-mundo-feliz,265,9.0,8.73,8.19
corazones-en-la-atlantida,261,7.0,7.06,7.47
limpieza-de-sangre-alatriste-ii,91,7.0,6.86,7.08
la-sonrisa-de-las-mujeres,155,5.0,5.12,6.85
1080-recetas-de-cocina,128,10.0,9.87,7.62
tuyo-es-el-manana,45,9.0,8.75,7.0
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,70,7.0,6.92,7.17
la-casa-de-las-miniaturas,302,5.0,5.23,6.77
el-perro,22,6.0,6.58,7.38
sexual-mente-el-libro-que-tu-chic-no-querra-que-leas,151,6.0,6.16,6.81
el-anatomista,1913,8.0,7.92,8.0
victor-ros-y-el-gran-robo-del-oro-espanol,273,9.0,8.94,7.79
el-nombre-del-viento,260,9.0,8.66,9.03
los-crimenes-del-monograma-un-nuevo-caso-de-hercules-poirot,158,7.0,7.06,7.6
las-edades-de-lulu,18,6.0,5.89,5.29
industrias-y-andanzas-de-alfanhui,201,8.0,7.9,7.26
carthage,118,6.0,5.83,6.15
la-pareja-de-al-lado,303,9.0,8.81,6.93
el-jardin-olvidado,115,9.0,8.85,8.64
bailen,254,6.0,6.54,7.81
el-peso-de-la-nieve,204,3.0,3.31,6.39
festin-de-cuervos-cancion-de-hielo-y-fuego-4,141,9.0,8.81,7.17
moby-dick,253,7.0,6.91,6.55
harry-potter-y-la-orden-del-fenix,21,6.0,6.2,7.18
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,68,7.0,7.25,7.61
el-hombre-sonriente,256,5.0,5.22,6.65
cancion-dulce,164,6.0,6.43,9.62
el-principe-de-la-niebla,581,6.0,6.07,6.35
el-diagnostico,93,7.0,6.97,6.55
el-maestro-de-la-inocencia,151,6.0,6.15,6.81
apegos-feroces,156,7.0,6.76,6.9
la-espada-de-cristal-la-reina-roja-2,60,6.0,6.46,7.02
homo-deus-breve-historia-del-manana,52,9.0,9.02,8.76
la-musica-del-silencio,220,5.0,5.06,4.15
el-caballero-de-la-armadura-oxidada,781,8.0,7.77,6.92
el-simbolo-perdido,1854,6.0,6.1,5.24
el-caso-santamaria,13,4.0,4.12,5.21
las-tres-heridas,626,10.0,9.12,7.84
ofrenda-a-la-tormenta-trilogia-del-baztan-3,86,9.0,8.74,6.65
salamina,235,10.0,9.16,7.9
el-ocho,1806,10.0,9.71,9.68
petirrojo-harry-hole-3,309,8.0,7.7,7.62
la-venganza-de-la-petra,305,5.0,5.25,7.04
rebelion-en-la-granja,1659,10.0,9.53,10.0
veinticuatro-horas-en-la-vida-de-una-mujer,76,3.0,3.54,7.6
el-sueno-de-mi-desvelo-historias-de-la-nba-con-nocturnidad,221,6.0,6.36,6.87
rebelion-en-la-granja,68,8.0,8.1,7.12
sherlock-holmes-las-novelas,309,7.0,7.18,7.5
el-retrato-de-dorian-gray,76,4.0,4.66,7.46
cien-anos-de-soledad,300,7.0,7.19,7.76
el-ojo-de-la-luna,271,8.0,7.96,6.5
un-lugar-llamado-libertad,41,6.0,6.16,7.08
el-invierno-mas-largo,162,6.0,5.95,7.18
opiniones-de-un-payaso,581,6.0,6.24,6.48
el-origen-perdido,282,7.0,6.42,6.03
monteperdido,89,9.0,7.78,6.65
el-cid,171,7.0,7.12,8.27
el-libro-negro-de-los-secretos,299,7.0,7.09,7.72
el-juego-del-susurrador,22,8.0,7.79,7.71
la-excursion,216,5.0,5.46,7.01
el-senor-de-los-anillos-iii-el-retorno-del-rey,96,8.0,8.25,8.28
la-chica-que-sonaba-con-una-cerilla-y-un-bidon-de-gasolina-millennium-ii,58,7.0,6.52,7.68
la-voz-dormida,33,8.0,7.89,8.7
un-camino-a-la-libertad-del-sufrimiento-a-la-consciencia,255,6.0,6.08,6.21
84-charing-cross-road,2017,10.0,9.59,10.0
amanecer-saga-crepusculo-iv,38,6.0,5.67,5.55
lo-mejor-de-mi,151,6.0,6.24,6.81
el-tunel,110,5.0,5.23,6.71
no-y-yo,151,8.0,7.59,6.81
mandragora,131,8.0,8.06,8.12
contra-la-fuerza-del-viento-dreaming-spires-2,271,9.0,8.91,6.5
el-amor-en-los-tiempos-del-colera-2,93,9.0,8.86,7.37
sorprendeme,1691,6.0,6.56,6.09
un-millon-de-luces,201,6.0,6.13,7.26
un-dia-de-colera,169,7.0,6.84,6.59
el-nombre-de-la-rosa,471,8.0,8.11,9.0
fortunata-y-jacinta,253,10.0,9.67,8.96
los-perros-de-riga,1007,8.0,7.42,7.88
deseo-de-ser-punk,156,6.0,6.36,6.98
la-vida-vale-la-pena-ya-veras,156,6.0,6.14,6.98
legado-en-los-huesos-trilogia-del-baztan-2,128,8.0,7.91,7.61
la-lista-de-mis-deseos,151,8.0,7.78,6.81
gog,265,8.0,7.84,8.17
siete-casas-vacias,88,5.0,5.52,7.25
la-tormenta-del-siglo,179,8.0,7.77,6.86
la-bien-plantada,85,6.0,6.11,6.76
el-ardor-de-la-sangre,271,6.0,6.1,7.45
el-hombre-sonriente,169,7.0,6.82,6.79
supreme-2-el-retorno,126,1.0,1.38,7.48
las-aventuras-de-huckleberry-finn,234,6.0,6.53,7.06
el-cuento-de-navidad-de-auggie-wren,282,6.0,6.6,6.83
destino,60,6.0,6.15,7.02
los-santos-inocentes,284,8.0,7.83,6.74
la-guerra-de-los-mundos,1912,6.0,6.26,6.2
el-falsificador-de-pasaportes,26,2.0,2.43,6.08
moras-y-cristianas,300,5.0,5.2,6.68
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,3446,2.0,2.51,2.69
nadie-quiere-saber,13,5.0,5.11,5.21
los-funerales-de-la-mama-grande,201,7.0,6.99,6.88
la-traicion-de-roma,228,8.0,7.95,8.05
el-conde-de-montecristo,1490,10.0,9.7,9.0
el-guardavias-y-otras-historias-de-fantasmas,273,8.0,7.95,7.79
si-tu-me-dices-ven-lo-dejo-todo-pero-dime-ven,2477,5.0,5.16,4.63
todo-es-posible-3,201,9.0,8.65,7.26
los-girasoles-ciegos,2057,8.0,7.89,7.86
que-no-muera-la-aspidistra,253,8.0,7.86,7.88
la-esclava-de-marfil,100,6.0,6.14,6.44
el-medico,107,7.0,7.57,8.57
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,141,8.0,8.55,7.7
emma,305,7.0,7.05,6.8
el-color-de-la-magia-una-novela-del-mundodisco,1099,8.0,7.79,7.45
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,1542,4.0,4.25,6.27
la-calle-de-la-juderia,22,8.0,8.12,8.75
beltenebros,241,4.0,4.96,6.8
el-ultimo-adios,44,7.0,6.91,6.73
cazadores-de-sombras-3-ciudad-de-cristal,271,8.0,7.97,6.5
dido-reina-de-cartago,300,8.0,7.79,6.68
todo-esto-te-dare,244,7.0,7.02,7.48
la-cena,88,6.0,6.18,7.05
cuentos-de-canterbury,510,5.0,5.39,6.81
el-devastador-el-reino-de-los-dragones-iii,126,10.0,9.84,7.48
buenas-noches-y-saludos-cordiales-jose-maria-garcia-historia-de-un-periodista-irrepetible,62,6.0,6.17,6.97
la-novia-gitana,156,5.0,5.34,7.25
limpieza-de-sangre-alatriste-ii,205,6.0,5.95,6.54
breve-historia-de-la-quimica-introduccion-a-las-ideas-y-conceptos-de-la-quimica,735,6.0,6.38,7.22
las-ciegas-hormigas,156,8.0,7.93,6.98
1984,300,6.0,6.32,7.27
carreteras-secundarias,4,8.0,7.91,6.57
de-todo-lo-visible-y-lo-invisible,288,7.0,6.85,6.06
la-estrella-mas-brillante,403,6.0,5.8,5.64
medea,586,9.0,8.56,8.0
un-mundo-sin-fin-los-pilares-de-la-tierra-2,292,7.0,7.14,8.29
la-promesa-del-alba,274,8.0,7.88,7.78
el-mundo-perdido-parque-jurasico-ii,86,7.0,6.86,5.2
sidi-un-relato-de-frontera,151,8.0,7.96,7.34
historias-de-fantasmas-de-japon,158,10.0,9.44,7.6
crimen-y-castigo,292,10.0,9.78,8.73
la-reina-descalza,304,4.0,3.96,5.48
corazon-tan-blanco,8,8.0,7.85,8.27
don-quijote-de-la-mancha,1986,10.0,9.91,10.0
el-ocho,3139,7.0,7.0,8.12
ilustrado,244,7.0,6.96,7.13
las-mujeres-de-la-casa-de-las-lilas,122,9.0,8.77,7.14
la-ciudad-de-los-prodigios,85,7.0,6.99,7.0
la-muerte-de-ivan-ilich-hadyi-murad,292,8.0,7.98,8.04
el-crimen-del-soldado,88,8.0,7.83,7.25
escritos-corsarios,153,7.0,7.07,7.35
la-larga-marcha,261,8.0,8.19,7.91
la-cabana-del-tio-tom,145,8.0,7.79,7.79
algun-dia-hoy,86,7.0,6.96,5.65
volaverunt,145,6.0,6.13,6.86
el-dia-que-se-perdio-el-amor,296,6.0,6.26,6.38
la-llamada-de-cthulhu,28,9.0,8.68,7.74
el-guardian-invisible-la-novela-grafica,300,6.0,6.07,6.68
viajes-al-otro-mundo-ciclo-de-historias-oniricas-de-randolph-carter,179,6.0,6.21,6.88
el-gran-gatsby,335,6.0,6.08,7.83
rayuela,61,10.0,9.62,6.57
un-arbol-crece-en-brooklyn,145,8.0,8.03,7.53
cuenta-atras,176,7.0,6.93,7.07
los-guardianes-del-libro,176,7.0,6.96,7.07
el-temor-de-un-hombre-sabio,475,7.0,6.96,7.99
el-lector-de-julio-verne-episodios-de-una-guerra-interminable-2,183,9.0,8.79,7.77
las-horas-distantes,230,9.0,8.43,7.89
el-mapa-del-tiempo,1921,9.0,8.73,7.92
la-ultima-noche-en-tremore-beach,88,7.0,7.13,7.37
el-invierno-de-frankie-machine,107,10.0,9.23,8.45
pantaleon-y-las-visitadoras,204,8.0,7.79,6.61
suenos-de-robot,0,7.0,7.08,7.34
mas-maldito-karma,61,6.0,5.79,5.6
el-caballero-de-la-armadura-oxidada,722,8.0,8.05,8.08
martes-con-mi-viejo-profesor,128,9.0,8.51,6.37
el-resplandor,1125,9.0,8.98,8.39
madame-bovary,248,7.0,6.69,6.27
lo-que-einstein-conto,248,8.0,7.83,6.15
doce-cuentos-peregrinos,91,8.0,7.74,7.28
el-codigo-da-vinci,265,8.0,7.79,7.3
la-mujer-habitada,995,8.0,8.36,7.92
el-nombre-del-viento,272,9.0,8.83,9.16
el-juego-de-ripper,44,5.0,5.74,5.67
verano-en-vaqueros,230,8.0,7.82,7.65
asterix-el-galo,271,8.0,7.96,7.04
viaje-al-pasado,131,8.0,8.26,8.12
ready-player-one,166,7.0,7.04,7.39
truhan,564,4.0,4.98,6.29
la-guerra-de-vietnam-una-historia-oral,161,7.0,6.96,7.51
el-senor-de-las-moscas,58,6.0,6.19,6.91
un-mundo-feliz,1337,8.0,8.0,8.3
una-tumba-en-el-aire,313,10.0,9.26,7.62
la-joven-de-la-perla,162,8.0,7.68,7.36
crimen-en-directo,209,5.0,5.07,6.14
patria,3,10.0,9.91,9.32
mil-soles-esplendidos,309,9.0,9.1,8.81
la-isla-de-la-pasion,8,8.0,7.82,7.88
la-novia-gitana,1799,7.0,7.42,8.12
no-estamos-locos,62,10.0,9.34,6.97
cuentos-macabros,216,8.0,8.17,7.01
kafka-en-la-orilla,309,8.0,7.34,7.94
el-hogar-de-miss-peregrine-para-ninos-peculiares,40,10.0,9.72,9.09
el-rio-de-los-muertos,126,5.0,5.13,7.48
las-pruebas-el-corredor-del-laberinto-2,1827,7.0,6.99,6.67
la-batalla,126,10.0,9.84,7.48
el-coleccionista-2,202,7.0,7.15,7.07
el-ultimo-deseo-la-saga-de-geralt-de-rivia-libro-i,308,6.0,6.18,7.26
los-espejos-venecianos,116,4.0,4.36,6.67
el-guardian-invisible-trilogia-del-baztan-1,45,6.0,6.16,6.95
legado-en-los-huesos-trilogia-del-baztan-2,123,7.0,7.23,7.93
betibu,244,7.0,6.85,7.13
el-mal-amor,305,7.0,7.09,7.04
star-wars-la-nueva-orden-jedi-al-filo-de-la-victoria-ii-renacimiento,102,5.0,5.26,6.8
el-pie-de-jaipur,44,7.0,6.84,6.73
tintin-y-el-arte-alfa,141,6.0,6.07,6.69
las-cenizas-de-angela,1082,8.0,7.74,6.89
harry-potter-y-el-caliz-de-fuego,242,8.0,7.53,7.83
rebelion-en-la-granja,1640,8.0,8.26,9.27
el-jinete-polaco,227,7.0,7.01,8.47
the-relic-el-idolo-perdido,176,6.0,6.25,7.07
sin-noticias-de-gurb,41,8.0,7.9,6.73
el-alquimista,299,10.0,9.77,7.47
la-reina-en-el-palacio-de-las-corrientes-de-aire-millennium-iii,253,6.0,6.18,7.89
la-sublime-puerta,169,7.0,6.89,6.79
la-mujer-que-llego-del-mar,151,7.0,7.0,6.81
fangirl,2027,9.0,8.33,9.21
amazonas-un-viaje-imposible,230,7.0,7.13,7.65
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,651,9.0,9.01,9.67
el-hombre-invisible,25,8.0,7.49,7.67
el-secreto-de-sofonisba,1526,8.0,7.79,8.0
idilios,276,9.0,8.69,7.22
la-tentacion-del-perdon,169,7.0,6.89,6.79
feed,267,3.0,3.25,6.31
harry-potter-y-las-reliquias-de-la-muerte,205,8.0,7.79,7.77
cienfuegos-cienfuegos-1,43,7.0,7.03,6.78
yo-antes-de-ti,57,8.0,7.68,7.1
una-jaula-de-oro-1,309,7.0,6.88,7.31
hadji-murat,216,5.0,5.36,7.01
al-este-del-eden,271,7.0,7.09,7.15
el-clan-del-oso-cavernario-los-hijos-de-la-tierra-i,309,9.0,8.35,8.13
bone-la-cueva-del-anciano-vol-6,62,9.0,8.73,6.97
largo-petalo-de-mar,212,7.0,7.08,6.45
los-perros-de-riga,3107,6.0,5.87,4.46
yo-claudio,169,7.0,7.13,7.62
la-familia-de-pascual-duarte,203,6.0,6.48,6.92
el-senor-de-los-anillos-iii-el-retorno-del-rey,102,8.0,8.2,7.89
el-relojero-de-la-puerta-del-sol,1044,8.0,8.09,8.0
el-club-de-los-viernes,154,6.0,5.91,6.79
las-trece-rosas,216,5.0,5.37,7.01
el-restaurante-del-fin-del-mundo,102,6.0,6.03,6.8
el-leon-de-ojos-arabes,126,10.0,9.84,7.48
hotel-iris,88,7.0,7.02,7.25
gestapo,227,7.0,6.96,6.86
el-cerebro-del-nino-12-estrategias-revolucionarias-para-cultivar-la-mente-en-desarrollo-de-tu-hijo,52,8.0,8.03,8.1
ubik,301,10.0,9.56,6.62
todo-bajo-el-cielo,249,6.0,6.43,6.74
constantinopla-1,254,8.0,7.93,7.39
la-vida-ante-si,201,8.0,7.87,7.26
contrato-con-dios,145,7.0,6.9,6.86
el-castillo-ambulante,230,10.0,9.47,7.63
maldiciones-de-hollywood-cuarto-milenio,139,6.0,6.18,7.01
el-canto-del-cuco,229,7.0,6.78,7.06
un-viaje-a-la-luna,145,6.0,6.12,6.86
medio-rey-el-mar-quebrado-1,107,7.0,6.85,7.75
pasion-india-la-verdadera-historia-de-anita-delgado-princesa-de-kapurthala,154,9.0,8.51,7.6
cerco-de-oscuridad-el-legado-del-drow-iii-reinos-olvidados,235,7.0,7.32,7.9
